,FID,Inception Score,IS std
0,393.24622626038877,1.0285537977542873,0.0
1,359.3718822711366,1.0333333293078157,0.0
2,373.5167118593981,1.0326359596803758,0.0
3,367.5113704443076,1.0320075617387323,0.0
4,386.78522262244974,1.035456597610162,0.0
5,350.6126860869698,1.0265783564863638,0.0
6,356.77472635458105,1.0401719574301864,0.0
7,347.6836582392786,1.037360588984575,0.0
8,354.21624031657274,1.0398631603882222,0.0
9,347.1573136483807,1.034634060260385,0.0
10,358.0315415819012,1.0365481046917253,0.0
11,339.8006602482555,1.0327737933249042,0.0
12,355.48579446413504,1.0370195335690218,0.0
13,352.5923522038027,1.0278434512901014,0.0
14,354.42871490372505,1.0377038166851273,0.0
15,356.1925240159859,1.0353287022594035,0.0
16,333.49010454573227,1.0333587239543816,0.0
17,341.44262109044905,1.0393987811489394,0.0
18,358.8279563053802,1.0398785703014535,0.0
19,348.7157832164037,1.031352860816059,0.0
20,399.78928054373756,1.0521633443656424,0.0
21,327.8212216610297,1.0299700587007556,0.0
22,338.83099369043475,1.0433449851077763,0.0
23,342.4083906505279,1.0348613687670396,0.0
24,352.4435166698783,1.0345496110100636,0.0
25,373.934438021473,1.036863195546715,0.0
26,352.7508687813238,1.0354443141971832,0.0
27,364.83255105064933,1.0442417290857255,0.0
28,368.2033555547807,1.0351293719743884,0.0
29,358.45937058571155,1.0444456695943858,0.0
30,324.4214164654052,1.042073754118175,0.0
31,353.30189606057326,1.0293445690315584,0.0
32,357.8110715104658,1.0355355151815933,0.0
33,361.0122252970506,1.044857340901454,0.0
34,327.1774513397804,1.039503562364314,0.0
35,355.21312737876883,1.0383886249496144,0.0
36,349.1474455122929,1.0664119425681293,0.0
37,312.9042320790895,1.0340984221896732,0.0
38,342.16721643978036,1.0274880745151718,0.0
39,336.2775991541256,1.0312253734019032,0.0
40,345.17337128885686,1.0290925233357961,0.0
41,360.0578252902634,1.0249086331450483,0.0
42,356.93944797180643,1.0275107733522102,0.0
43,405.4367497892583,1.0317559046129827,0.0
44,370.80888037086027,1.032033037878362,0.0
45,367.56701187782573,1.0421692540853962,0.0
46,330.10157011456806,1.0288855534652361,0.0
47,368.80086878888443,1.0392542881392282,0.0
48,348.1495504627407,1.0285688010521825,0.0
49,357.41896421267586,1.048276215488533,0.0
50,364.23477767832424,1.027998021201561,0.0
51,345.76006339973463,1.0314270724310055,0.0
52,339.2693133566243,1.040008915463216,0.0
53,349.2048289360176,1.0434320548678166,0.0
54,352.2799846632536,1.039745542947251,0.0
55,354.62770720865313,1.0282679195255078,0.0
56,374.454832397633,1.0306655603336328,0.0
57,350.4325531868203,1.0394008698301673,0.0
58,347.6567923176815,1.0461980529276158,0.0
59,350.325440704073,1.0381284741129617,0.0
60,328.1557389200787,1.0433519780607625,0.0
61,348.44280523224353,1.0371122062543976,0.0
62,360.6997895618329,1.0352004029160313,0.0
63,344.72813969439363,1.0368675132268408,0.0
64,339.73118675382676,1.033333999014049,0.0
65,358.8469904249201,1.0420709954308132,0.0
66,343.245781687716,1.0331429195988795,0.0
67,333.80205552030435,1.0412190003944102,0.0
68,343.8693921840673,1.0312513137297417,0.0
69,337.47870687953525,1.0308607548069773,0.0
70,339.69786197586615,1.0336825223246082,0.0
71,338.5652493835861,1.0410945128271611,0.0
72,336.338259932295,1.0361505762679932,0.0
73,339.57606866520734,1.037486587113909,0.0
74,329.1525115126183,1.0324914492485022,0.0
75,345.7200982074878,1.0357456963565814,0.0
76,332.8969620973891,1.0376025361626031,0.0
77,323.03254459517655,1.0339373367090614,0.0
78,346.95767293484107,1.0567119982086979,0.0
79,336.9528805380595,1.0391333382891783,0.0
80,347.01743455383524,1.030717181558625,0.0
81,324.60937828262547,1.051302524617519,0.0
82,368.09073434766105,1.038718794610455,0.0
83,354.88819488828983,1.0366501325098252,0.0
84,342.273137423261,1.0448823271326475,0.0
85,360.97876602261874,1.0396859903103162,0.0
86,344.41295486906625,1.0315399697625065,0.0
87,331.92530542316837,1.040895873405877,0.0
88,363.4013414231666,1.0372007813850315,0.0
89,352.8868519864286,1.0522510104446572,0.0
90,366.04792226328277,1.0293112847248957,0.0
91,367.5404071606572,1.0334482443489024,0.0
92,363.7462755303652,1.0367526651931172,0.0
93,399.19525710229516,1.0358183112410733,0.0
94,396.6857722009177,1.040787050337644,0.0
95,382.83362802536783,1.028420679347503,0.0
96,345.3518408445788,1.0284700240992226,0.0
97,365.2893471078102,1.0371809728122594,0.0
98,348.91458164383164,1.0286531809916346,0.0
99,399.9759970679603,1.0242242826282364,0.0
