,FID,Inception Score,IS std
0,327.7899075253433,1.0020361173318106,0.0
1,328.4773442172219,1.0183062011744999,0.0
2,393.598930555685,1.0406217488566718,0.0
3,383.22595555340206,1.0500446758582997,0.0
4,376.72699645363446,1.048524154812374,0.0
5,358.0472876464565,1.0369149312009296,0.0
6,422.9326646972732,1.0543806562881723,0.0
7,352.2685596583596,1.0523665705543872,0.0
8,425.8366631970069,1.0387454158107072,0.0
9,394.947935485982,1.04795659461287,0.0
10,415.46506036586186,1.0540658491564892,0.0
11,445.01044699446976,1.0500029253046976,0.0
12,387.7991236116333,1.033646565507709,0.0
13,417.1491170628964,1.0458386458022582,0.0
14,389.0772364543519,1.0458666190409678,0.0
15,376.2537176858103,1.0444614190845334,0.0
16,390.7870526391315,1.03790777520354,0.0
17,345.8064575157365,1.0319138783166144,0.0
18,387.0436489339199,1.039899797765022,0.0
19,374.3230354501789,1.0319693052510486,0.0
20,350.7986466542514,1.0402570675223293,0.0
21,361.45308622055995,1.0350729320942103,0.0
22,397.5911453242394,1.0618101759839438,0.0
23,332.6016956483057,1.0447728854050078,0.0
24,380.58179186103854,1.03022739504608,0.0
25,437.3139542216567,1.0387018462534727,0.0
26,400.0261152235998,1.0447009352796446,0.0
27,391.44938568222295,1.039687761078749,0.0
28,422.5898693795911,1.047096972755922,0.0
29,354.4613104021886,1.047575521590691,0.0
30,383.89805966891004,1.0326340421011047,0.0
31,420.52124343251336,1.048034795566465,0.0
32,413.4440239140394,1.028466724493513,0.0
33,361.9953161937549,1.051855699954431,0.0
34,335.1006767218724,1.0355950672235779,0.0
35,376.90966804861995,1.038651335843167,0.0
36,505.664348973739,1.0422956867563298,0.0
37,395.38675795618366,1.0383514068246569,0.0
38,389.2706682049407,1.059895352756833,0.0
39,382.6844774138697,1.04200102909972,0.0
40,378.5280960710671,1.0409924959992611,0.0
