,FID,Inception Score,IS std
0,442.2752922945716,1.0415495996468602,0.0
1,407.23892866636936,1.0436352349889353,0.0
2,426.4954802697652,1.0358774092261014,0.0
3,410.92624378067444,1.0437694095735939,0.0
4,448.7859906536666,1.0302239584752764,0.0
5,409.6074096481468,1.0314658932232925,0.0
6,453.5126795392361,1.0534728845410843,0.0
7,450.3008265404509,1.0336273633092492,0.0
8,432.9056490350592,1.0343488001563197,0.0
9,408.45714942967334,1.0420887382890585,0.0
10,419.9693776742662,1.0253032355021914,0.0
11,417.41206137786605,1.025639764365925,0.0
12,399.251800319697,1.0273707542428905,0.0
13,409.2518908598968,1.0295837885008945,0.0
14,422.8318800237322,1.0393580681294747,0.0
